	Url	Position
62	https://www.gofundme.com/patrol-officer-vu-nguyen-memorial	20
63	https://www.gofundme.com/-i-believe-you	21
64	https://www.gofundme.com/chandlerlangloisscholarshipfund	21
65	https://www.gofundme.com/skateqilya-summer-camp-2018	21
66	https://www.gofundme.com/flyhightycho	22
67	https://www.gofundme.com/EnesKanterWildFireFund	22
68	https://www.gofundme.com/davidlebow	22
69	https://www.gofundme.com/mary-bird-perkins-cancer-center	23
70	https://www.gofundme.com/morning-sun-mindfulness-center	23
71	https://www.gofundme.com/safeschoolsforalex	23
0	https://www.gofundme.com/loving-memory-of-ernesto-magallon	0
1	https://www.gofundme.com/SamiHamade	0
2	https://www.gofundme.com/JaimesGirls	0
3	https://www.gofundme.com/8wxzy-rebuilding-our-school	1
4	https://www.gofundme.com/russell-is-going-to-baylor	1
5	https://www.gofundme.com/lucas-justiniano-education-fund	1
6	https://www.gofundme.com/for-039kaity-girl039	2
7	https://www.gofundme.com/calder-education-fund	2
8	https://www.gofundme.com/carl-thomas-korpi-scholarship-fund	2
9	https://www.gofundme.com/ccfdcamelo	3
10	https://www.gofundme.com/help-save-the-la-503-friends-of	3
11	https://www.gofundme.com/kyra-chan-scholarship-fund	3
12	https://www.gofundme.com/help-brent-get-a-new-shop	4
13	https://www.gofundme.com/venky-venkatesan-memorial-fund	4
14	https://www.gofundme.com/br2jpn	4
15	https://www.gofundme.com/isaac-amp-eddie-tipping-college-fund	5
16	https://www.gofundme.com/fundraiser-for-mike-paukstis	5
17	https://www.gofundme.com/goudie-education-fund	5
18	https://www.gofundme.com/help-save-st-edwards	6
19	https://www.gofundme.com/he039s-headed-to-harvard	6
20	https://www.gofundme.com/the-byron-womack-scholarship-fund	6
21	https://www.gofundme.com/michael-brand-family-fund	7
22	https://www.gofundme.com/cadowcollegefund	7
23	https://www.gofundme.com/wenhui-shen-education-fund	7
24	https://www.gofundme.com/om-amp-taara039s-educational-fund	8
25	https://www.gofundme.com/ella-and-noah-college-fund	8
26	https://www.gofundme.com/school-fund-for-kai-and-lukas	8
27	https://www.gofundme.com/brian-stones-legacy-fund	9
28	https://www.gofundme.com/5fgoozs	9
29	https://www.gofundme.com/mjbrogan	9
30	https://www.gofundme.com/in-memory-of-sri-raghav-bhattar	10
